eval_results_tag,Chat,Chat Hard,Safety,Reasoning
lr_2e-6-epochs_1-fold_1,0.5922130321571664,0.43201754385964913,0.4472972972972973,0.7555709534368071
lr_1e-6-epochs_1-fold_1,0.4542774109813217,0.5416666666666666,0.49594594594594593,0.7792867701404286
lr_2e-6-epochs_1-fold_2,0.5752201450525473,0.4868421052631579,0.4972972972972973,0.7887934220251294
lr_1e-6-epochs_1-fold_2,0.46592084720576343,0.5504385964912281,0.5013513513513513,0.7781504065040651
lr_1e-6-epochs_1-fold_4,0.4486071811490806,0.5482456140350878,0.504054054054054,0.789329268292683
lr_2e-6-epochs_1-fold_4,0.5063416823193359,0.5087719298245614,0.4972972972972973,0.7704083518107909
lr_1e-6-epochs_1-fold_0,0.46307112089235,0.5482456140350878,0.5054054054054054,0.7720528455284553
lr_2e-6-epochs_1-fold_0,0.6259018759018758,0.4473684210526316,0.4337837837837838,0.7553030303030304
lr_1e-6-epochs_1-fold_3,0.4539398373197257,0.5548245614035088,0.5027027027027027,0.7776422764227643
lr_2e-6-epochs_1-fold_3,0.5585073937029243,0.48903508771929827,0.4891891891891892,0.7788987435328899
lr_1e-6-epochs_2-fold_1,0.4775444656729572,0.5394736842105263,0.5,0.7772542498152254
lr_2e-6-epochs_2-fold_1,0.6200247352481989,0.4342105263157895,0.47162162162162163,0.7350886917960088
lr_2e-6-epochs_2-fold_2,0.6289114878500354,0.47149122807017546,0.5202702702702703,0.7896895787139689
lr_1e-6-epochs_2-fold_2,0.4895526829884371,0.5350877192982456,0.4972972972972973,0.7843680709534367
lr_2e-6-epochs_2-fold_4,0.5712616320158219,0.4824561403508772,0.5324324324324324,0.7795546932742055
lr_1e-6-epochs_2-fold_0,0.4859525690531277,0.5307017543859649,0.5027027027027027,0.7853843311160383
lr_2e-6-epochs_2-fold_0,0.6463181965975262,0.4342105263157895,0.48243243243243245,0.7425351071692536
lr_1e-6-epochs_2-fold_4,0.4659010294485154,0.5504385964912281,0.5067567567567568,0.7817073170731708
lr_2e-6-epochs_2-fold_3,0.6118799729134925,0.4583333333333333,0.5162162162162162,0.7712767923133778
lr_1e-6-epochs_2-fold_3,0.4680463856441509,0.5460526315789473,0.5,0.783859940872136
lr_5e-6-epochs_1-fold_1,0.7224523097428125,0.37280701754385964,0.5581081081081081,0.6854490022172949
lr_5e-6-epochs_1-fold_2,0.7976113220526629,0.42105263157894735,0.5148648648648648,0.7852365114560237
lr_5e-6-epochs_1-fold_4,0.7610085962041269,0.39035087719298245,0.40540540540540543,0.7115576496674059
lr_5e-6-epochs_1-fold_0,0.7266909585345339,0.42105263157894735,0.5324324324324324,0.7782705099778271
lr_2e-6-epochs_3-fold_1,0.5920541542049922,0.4473684210526316,0.5135135135135135,0.7507575757575757
lr_1e-6-epochs_3-fold_1,0.50553385679084,0.5263157894736842,0.4891891891891892,0.7804231337767924
lr_5e-6-epochs_1-fold_3,0.7656257977487028,0.43201754385964913,0.5243243243243243,0.7777623798965262
lr_2e-6-epochs_3-fold_2,0.6842644992086333,0.4473684210526316,0.5486486486486486,0.7877771618625278
lr_1e-6-epochs_3-fold_2,0.5061347714979001,0.5131578947368421,0.4891891891891892,0.7808111603843311
lr_1e-6-epochs_3-fold_0,0.5183425099626217,0.5241228070175439,0.4864864864864865,0.7780303030303031
lr_2e-6-epochs_3-fold_0,0.6460360454773862,0.42543859649122806,0.5094594594594595,0.7465077605321507
lr_2e-6-epochs_3-fold_4,0.6269250096065738,0.4780701754385965,0.5472972972972973,0.7791666666666667
lr_1e-6-epochs_3-fold_4,0.4888681306279071,0.5263157894736842,0.4945945945945946,0.7848762010347375
lr_2e-6-epochs_3-fold_3,0.6675789552884525,0.4473684210526316,0.5324324324324324,0.7792867701404286
lr_1e-6-epochs_3-fold_3,0.49756678248298364,0.5263157894736842,0.4918918918918919,0.7869087213599408
lr_5e-6-epochs_2-fold_1,0.7679891492740655,0.3793859649122807,0.4851351351351351,0.6722468588322247
lr_5e-6-epochs_2-fold_2,0.8090488551382407,0.40131578947368424,0.518918918918919,0.7937546193643754
lr_5e-6-epochs_2-fold_0,0.7347426781784323,0.4100877192982456,0.5351351351351351,0.7917220990391721
