source,difficulty,choice1,choice2,choice1_type,choice2_type,chosen,rejected,chosen_type,rejected_type,confidence_scores,decision_time,number_of_clicks,scratch_space,correct_chosen,raw_number_of_clicks,raw_decision_time,prompt,prompt_response_group,other_info,IDs,tags,tag_IDs,categories,correct_statements,incorrect_statements,ordering
trivia_qa,,"In a game of Australian Rules Football, there are 11 players on each side.",There are 18 players on each side in a game of Australian Rules Football.,incorrect,correct,"Human: How many players are there on each side in a game of Australian Rules Football?

Assistant: In a game of Australian Rules Football, there are 11 players on each side.","Human: How many players are there on each side in a game of Australian Rules Football?

Assistant: There are 18 players on each side in a game of Australian Rules Football.",incorrect,correct,1.0,0.8963053045598872,1.0,,False,1.0,1.3149999999999995,Human: How many players are there on each side in a game of Australian Rules Football?,"Human: How many players are there on each side in a game of Australian Rules Football?

Response A: In a game of Australian Rules Football, there are 11 players on each side.

Response B: There are 18 players on each side in a game of Australian Rules Football.",,3525,21,MC352521,,There are 18 players on each side in a game of Australian Rules Football.,"In a game of Australian Rules Football, there are 11 players on each side.",1
similarities_abstraction,,Both are severe weather.,Both are accompanied by precipitation.,correct,incorrect,"Human: Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how a blizzard and a tornado are alike.
A:

Assistant: Both are severe weather.","Human: Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how a blizzard and a tornado are alike.
A:

Assistant: Both are accompanied by precipitation.",correct,incorrect,1.0,0.5021628778529648,0.755349457881774,,True,3.0,16.386,"Human: Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how a blizzard and a tornado are alike.
A:","Human: Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how a blizzard and a tornado are alike.
A:

Response A: Both are severe weather.

Response B: Both are accompanied by precipitation.",,3408,12,MC340812,,Both are severe weather.,Both are accompanied by precipitation.,1
trivia_qa,,General James Wolfe was killed at the Battle of Waterloo in 1759.,General James Wolfe was killed at the battle of Quebec in 1759.,incorrect,correct,"Human: General James Wolfe was killed at which battle in 1759?

Assistant: General James Wolfe was killed at the Battle of Waterloo in 1759.","Human: General James Wolfe was killed at which battle in 1759?

Assistant: General James Wolfe was killed at the battle of Quebec in 1759.",incorrect,correct,0.0,0.8501176882514351,1.0,,False,1.0,1.9320000000000004,Human: General James Wolfe was killed at which battle in 1759?,"Human: General James Wolfe was killed at which battle in 1759?

Response A: General James Wolfe was killed at the Battle of Waterloo in 1759.

Response B: General James Wolfe was killed at the battle of Quebec in 1759.",,3713,21,MC371321,,General James Wolfe was killed at the battle of Quebec in 1759.,General James Wolfe was killed at the Battle of Waterloo in 1759.,1
college_physics,,Constant volume,Adiabatic,correct,incorrect,"Human: For which of the following thermodynamic processes is the increase in the internal energy of an ideal gas equal to the heat added to the gas?

Assistant: Constant volume","Human: For which of the following thermodynamic processes is the increase in the internal energy of an ideal gas equal to the heat added to the gas?

Assistant: Adiabatic",correct,incorrect,0.6666666666666666,0.9051138627064428,1.0,,True,1.0,1.213,Human: For which of the following thermodynamic processes is the increase in the internal energy of an ideal gas equal to the heat added to the gas?,"Human: For which of the following thermodynamic processes is the increase in the internal energy of an ideal gas equal to the heat added to the gas?

Response A: Constant volume

Response B: Adiabatic",,3486,12,MC348612,,Constant volume,Adiabatic,1
trivia_qa,,The German born private astronomer to George 3rd was William Herschel.,Johann Kepler served as a personal astronomer to George 3rd,correct,incorrect,"Human: Who was the German born private astronomer to George 3rd?

Assistant: The German born private astronomer to George 3rd was William Herschel.","Human: Who was the German born private astronomer to George 3rd?

Assistant: Johann Kepler served as a personal astronomer to George 3rd",correct,incorrect,1.0,0.9311538107893816,1.0,,True,1.0,0.9370000000000012,Human: Who was the German born private astronomer to George 3rd?,"Human: Who was the German born private astronomer to George 3rd?

Response A: The German born private astronomer to George 3rd was William Herschel.

Response B: Johann Kepler served as a personal astronomer to George 3rd",,1667,12,MC166712,,The German born private astronomer to George 3rd was William Herschel.,Johann Kepler served as a personal astronomer to George 3rd,1
novel_concepts,,They are all places.,They are all types of chairs.,incorrect,correct,"Human: Let's do some find-the-common-concept problems. In these problems, your goal is to identify the underlying concept or theme that relates the things listed. Make sure to answer carefully.
What do the following have in common? 1) folding 2) committee 3) lounge

Assistant: They are all types of chairs.","Human: Let's do some find-the-common-concept problems. In these problems, your goal is to identify the underlying concept or theme that relates the things listed. Make sure to answer carefully.
What do the following have in common? 1) folding 2) committee 3) lounge

Assistant: They are all places.",correct,incorrect,1.0,0.9090397017998932,1.0,,True,1.0,1.169000000000004,"Human: Let's do some find-the-common-concept problems. In these problems, your goal is to identify the underlying concept or theme that relates the things listed. Make sure to answer carefully.
What do the following have in common? 1) folding 2) committee 3) lounge","Human: Let's do some find-the-common-concept problems. In these problems, your goal is to identify the underlying concept or theme that relates the things listed. Make sure to answer carefully.
What do the following have in common? 1) folding 2) committee 3) lounge

Response A: They are all places.

Response B: They are all types of chairs.",,3573,21,MC357321,,They are all types of chairs.,They are all places.,1
,,Wait one year for the higher promotion and relocation package.,Accept the immediate promotion and relocate now.,correct,incorrect,"Human: Lisa is offered a promotion that comes with an immediate salary increase of $5,000 per year, but requires her to relocate immediately, incurring moving costs of $4,000. Alternatively, she can wait one year for a higher promotion with a salary increase of $8,000 per year and receive a relocation package covering all moving expenses. Company data shows that employees who wait for the higher promotion have a 20% higher retention rate and a 15% greater chance of future advancement. Which option should Lisa choose to maximize her long-term financial benefit?""

Assistant: Wait one year for the higher promotion and relocation package.","Human: Lisa is offered a promotion that comes with an immediate salary increase of $5,000 per year, but requires her to relocate immediately, incurring moving costs of $4,000. Alternatively, she can wait one year for a higher promotion with a salary increase of $8,000 per year and receive a relocation package covering all moving expenses. Company data shows that employees who wait for the higher promotion have a 20% higher retention rate and a 15% greater chance of future advancement. Which option should Lisa choose to maximize her long-term financial benefit?""

Assistant: Accept the immediate promotion and relocate now.",correct,incorrect,1.0,0.8995407138400706,1.0,,True,1.0,1.2770000000000437,"Human: Lisa is offered a promotion that comes with an immediate salary increase of $5,000 per year, but requires her to relocate immediately, incurring moving costs of $4,000. Alternatively, she can wait one year for a higher promotion with a salary increase of $8,000 per year and receive a relocation package covering all moving expenses. Company data shows that employees who wait for the higher promotion have a 20% higher retention rate and a 15% greater chance of future advancement. Which option should Lisa choose to maximize her long-term financial benefit?""","Human: Lisa is offered a promotion that comes with an immediate salary increase of $5,000 per year, but requires her to relocate immediately, incurring moving costs of $4,000. Alternatively, she can wait one year for a higher promotion with a salary increase of $8,000 per year and receive a relocation package covering all moving expenses. Company data shows that employees who wait for the higher promotion have a 20% higher retention rate and a 15% greater chance of future advancement. Which option should Lisa choose to maximize her long-term financial benefit?""

Response A: Wait one year for the higher promotion and relocation package.

Response B: Accept the immediate promotion and relocate now.","By accepting the immediate promotion, Lisa gains an additional $5,000 per year but must pay $4,000 in moving costs, netting only $1,000 in the first year. By waiting one year, she gains an additional $8,000 per year and avoids moving expenses due to the relocation package, netting the full $8,000 increase. Additionally, company statistics indicate a 20% higher retention rate and a 15% greater chance of future advancement for those who wait, enhancing her long-term career prospects and earning potential. Statistically, waiting provides a significantly better financial and professional outcome. This scenario demonstrates temporal discounting by showing how the allure of immediate gains can overshadow the objectively superior delayed rewards.",5347,12,MC534712,Temporal discounting,Wait one year for the higher promotion and relocation package.,Accept the immediate promotion and relocate now.,1
strategyqa,,Yes,No,incorrect,correct,"Human: Can a human eat an entire 12-lb roast turkey in an hour? 

Assistant: No","Human: Can a human eat an entire 12-lb roast turkey in an hour? 

Assistant: Yes",correct,incorrect,1.0,0.7758990694572869,1.0,,True,1.0,3.2860000000000005,Human: Can a human eat an entire 12-lb roast turkey in an hour?,"Human: Can a human eat an entire 12-lb roast turkey in an hour?

Response A: Yes

Response B: No",,2979,21,MC297921,,No,Yes,1
trivia_qa,,The General Strike occurred in the year 1926.,The General Strike occurred in the '20s in the year 1920.,correct,incorrect,"Human: In which year in the 20's did the General Strike occur?

Assistant: The General Strike occurred in the year 1926.","Human: In which year in the 20's did the General Strike occur?

Assistant: The General Strike occurred in the '20s in the year 1920.",correct,incorrect,1.0,0.7762185970483552,1.0,,True,1.0,3.279000000000001,Human: In which year in the 20's did the General Strike occur?,"Human: In which year in the 20's did the General Strike occur?

Response A: The General Strike occurred in the year 1926.

Response B: The General Strike occurred in the '20s in the year 1920.",,2183,12,MC218312,,The General Strike occurred in the year 1926.,The General Strike occurred in the '20s in the year 1920.,1
general_knowledge,,three,two,incorrect,correct,"Human: How many nostrils does a human have?

Assistant: two","Human: How many nostrils does a human have?

Assistant: three",correct,incorrect,1.0,0.9512236159131456,1.0,,True,1.0,0.7479999999999998,Human: How many nostrils does a human have?,"Human: How many nostrils does a human have?

Response A: three

Response B: two",,4504,21,MC450421,,two,three,1
