raw_decision_time,prompt,IDs,choice1,choice2,choice1_type,choice2_type,confidence_scores,vote,correct_chosen,accuracy,chosen,rejected,chosen_type,rejected_type,decision_time,source,difficulty,prompt_response_group,other_info,categories,correct_statements,incorrect_statements,dataset_name
23.334,"Human: What is the ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame?",2639,"The ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame is the Coriolis force.","The ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame is the centrifugal force.",incorrect,correct,1.0,choice2,1,1.0,"Human: What is the ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame?

Assistant: The ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame is the centrifugal force.","Human: What is the ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame?

Assistant: The ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame is the Coriolis force.",correct,incorrect,0.0288840767188371,jeopardy,3.0,"Human: What is the ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame?

Response A: The ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame is the Coriolis force.

Response B: The ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame is the centrifugal force.",,,"The ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame is the centrifugal force.","The ""fictitious"" force that appears to pull an object away from the center of rotation in a rotating reference frame is the Coriolis force.",jeopardy
14.091,Human: Who starred alongside Rod Taylor in Hitchcock's movie The Birds?,4650,John Wayne partnered with Rod Taylor in the film The Birds,Tippi Hedren starred alongside Rod Taylor in Hitchcock's movie The Birds.,incorrect,correct,1.0,choice2,1,1.0,"Human: Who starred alongside Rod Taylor in Hitchcock's movie The Birds?

Assistant: Tippi Hedren starred alongside Rod Taylor in Hitchcock's movie The Birds.","Human: Who starred alongside Rod Taylor in Hitchcock's movie The Birds?

Assistant: John Wayne partnered with Rod Taylor in the film The Birds",correct,incorrect,0.0142848794140735,trivia_qa,,"Human: Who starred alongside Rod Taylor in Hitchcock's movie The Birds?

Response A: John Wayne partnered with Rod Taylor in the film The Birds

Response B: Tippi Hedren starred alongside Rod Taylor in Hitchcock's movie The Birds.",,,Tippi Hedren starred alongside Rod Taylor in Hitchcock's movie The Birds.,John Wayne partnered with Rod Taylor in the film The Birds,trivia_qa
10.84,Human: What year did E.T. Hit the cinema screen?,4189,The movie E.T. hit the cinema screen in 1982,E.T. graced the cinema screen in 1979.,correct,incorrect,1.0,choice1,1,0.6666666666666666,"Human: What year did E.T. Hit the cinema screen?

Assistant: The movie E.T. hit the cinema screen in 1982","Human: What year did E.T. Hit the cinema screen?

Assistant: E.T. graced the cinema screen in 1979.",correct,incorrect,0.0091499675415444,trivia_qa,,"Human: What year did E.T. Hit the cinema screen?

Response A: The movie E.T. hit the cinema screen in 1982

Response B: E.T. graced the cinema screen in 1979.",,,The movie E.T. hit the cinema screen in 1982,E.T. graced the cinema screen in 1979.,trivia_qa
13.684,Human: James A Michener wrote the stories upon which musical was based?,4904,James A Michener wrote the stories upon which South Pacific was based,James A Michener wrote the stories upon which the musical 'Les Misérables' was based.,correct,incorrect,1.0,choice1,1,0.6666666666666666,"Human: James A Michener wrote the stories upon which musical was based?

Assistant: James A Michener wrote the stories upon which South Pacific was based","Human: James A Michener wrote the stories upon which musical was based?

Assistant: James A Michener wrote the stories upon which the musical 'Les Misérables' was based.",correct,incorrect,0.0136420282507024,trivia_qa,,"Human: James A Michener wrote the stories upon which musical was based?

Response A: James A Michener wrote the stories upon which South Pacific was based

Response B: James A Michener wrote the stories upon which the musical 'Les Misérables' was based.",,,James A Michener wrote the stories upon which South Pacific was based,James A Michener wrote the stories upon which the musical 'Les Misérables' was based.,trivia_qa
19.568,Human: Which expression is equivalent to 5 x 9?,3415,(5 x 5) + (5 x 9),(5 x 5) + (5 x 4),incorrect,correct,1.0,choice2,1,1.0,"Human: Which expression is equivalent to 5 x 9?

Assistant: (5 x 5) + (5 x 4)","Human: Which expression is equivalent to 5 x 9?

Assistant: (5 x 5) + (5 x 9)",correct,incorrect,0.0229357290990448,elementary_mathematics,,"Human: Which expression is equivalent to 5 x 9?

Response A: (5 x 5) + (5 x 9)

Response B: (5 x 5) + (5 x 4)",,,(5 x 5) + (5 x 4),(5 x 5) + (5 x 9),mmlu
65.007,"Human: Consider the following passage:

Chloe's house reminded Paul of a cross between a used bookstore, a computer repair shop, and a college dorm. A wall of bookcases dominated the living room, each shelf crammed with two, sometimes three layers of books, videotapes, CD's and DVD's. More stacks of books and magazines stood in every corner. Paul was certain they would have taken over all the other flat spaces as well, were it not for the half-assembled computers and three dusty old monitors occupying the coffee table, end tables, and everything in between. The only semi-open spaces were the two couches that faced each other from across the room. A large red and black checkered blanket covered one of them, while the other was cracked but still serviceable brown leather. Thrift store purchases both, Paul thought.
""The computer stuff belongs to one of my roommates,"" Chloe said. ""She's always fiddling with those things to get better performance or whatever. The books are mostly mine or my other roommate, Kurt's. Come on into the kitchen and we'll rustle up a sandwich.""
Paul followed her back into the open kitchen area, which (given that he was ostensibly here to have lunch) he was relieved to see was clean. There was clutter in there certainly, but no dirty dishes or leftover foodstuffs appeared in evidence. Along the left wall was a cheap, plastic patio table with long wooden benches on each side and miss-matched chairs at either end. Newspapers, books, and a laptop occupied most of its surface area, but the end closest to Paul seemed clear enough to see actual use as a place for dining.
""Is peanut butter ok?"" she asked, motioning him towards one of the chairs.
""Sure,"" he said and sat down at the table. As she started to prepare a couple of peanut butter sandwiches on white bread she said, ""So, tell me Paul, why are you getting fired tomorrow?""

What did Chloe make for them to eat?",3586,Sandwiches,Soup,correct,incorrect,1.0,choice1,1,1.0,"Human: Consider the following passage:

Chloe's house reminded Paul of a cross between a used bookstore, a computer repair shop, and a college dorm. A wall of bookcases dominated the living room, each shelf crammed with two, sometimes three layers of books, videotapes, CD's and DVD's. More stacks of books and magazines stood in every corner. Paul was certain they would have taken over all the other flat spaces as well, were it not for the half-assembled computers and three dusty old monitors occupying the coffee table, end tables, and everything in between. The only semi-open spaces were the two couches that faced each other from across the room. A large red and black checkered blanket covered one of them, while the other was cracked but still serviceable brown leather. Thrift store purchases both, Paul thought.
""The computer stuff belongs to one of my roommates,"" Chloe said. ""She's always fiddling with those things to get better performance or whatever. The books are mostly mine or my other roommate, Kurt's. Come on into the kitchen and we'll rustle up a sandwich.""
Paul followed her back into the open kitchen area, which (given that he was ostensibly here to have lunch) he was relieved to see was clean. There was clutter in there certainly, but no dirty dishes or leftover foodstuffs appeared in evidence. Along the left wall was a cheap, plastic patio table with long wooden benches on each side and miss-matched chairs at either end. Newspapers, books, and a laptop occupied most of its surface area, but the end closest to Paul seemed clear enough to see actual use as a place for dining.
""Is peanut butter ok?"" she asked, motioning him towards one of the chairs.
""Sure,"" he said and sat down at the table. As she started to prepare a couple of peanut butter sandwiches on white bread she said, ""So, tell me Paul, why are you getting fired tomorrow?""

What did Chloe make for them to eat?

Assistant: Sandwiches","Human: Consider the following passage:

Chloe's house reminded Paul of a cross between a used bookstore, a computer repair shop, and a college dorm. A wall of bookcases dominated the living room, each shelf crammed with two, sometimes three layers of books, videotapes, CD's and DVD's. More stacks of books and magazines stood in every corner. Paul was certain they would have taken over all the other flat spaces as well, were it not for the half-assembled computers and three dusty old monitors occupying the coffee table, end tables, and everything in between. The only semi-open spaces were the two couches that faced each other from across the room. A large red and black checkered blanket covered one of them, while the other was cracked but still serviceable brown leather. Thrift store purchases both, Paul thought.
""The computer stuff belongs to one of my roommates,"" Chloe said. ""She's always fiddling with those things to get better performance or whatever. The books are mostly mine or my other roommate, Kurt's. Come on into the kitchen and we'll rustle up a sandwich.""
Paul followed her back into the open kitchen area, which (given that he was ostensibly here to have lunch) he was relieved to see was clean. There was clutter in there certainly, but no dirty dishes or leftover foodstuffs appeared in evidence. Along the left wall was a cheap, plastic patio table with long wooden benches on each side and miss-matched chairs at either end. Newspapers, books, and a laptop occupied most of its surface area, but the end closest to Paul seemed clear enough to see actual use as a place for dining.
""Is peanut butter ok?"" she asked, motioning him towards one of the chairs.
""Sure,"" he said and sat down at the table. As she started to prepare a couple of peanut butter sandwiches on white bread she said, ""So, tell me Paul, why are you getting fired tomorrow?""

What did Chloe make for them to eat?

Assistant: Soup",correct,incorrect,0.0947060337978604,QuAIL,,"Human: Consider the following passage:

Chloe's house reminded Paul of a cross between a used bookstore, a computer repair shop, and a college dorm. A wall of bookcases dominated the living room, each shelf crammed with two, sometimes three layers of books, videotapes, CD's and DVD's. More stacks of books and magazines stood in every corner. Paul was certain they would have taken over all the other flat spaces as well, were it not for the half-assembled computers and three dusty old monitors occupying the coffee table, end tables, and everything in between. The only semi-open spaces were the two couches that faced each other from across the room. A large red and black checkered blanket covered one of them, while the other was cracked but still serviceable brown leather. Thrift store purchases both, Paul thought.
""The computer stuff belongs to one of my roommates,"" Chloe said. ""She's always fiddling with those things to get better performance or whatever. The books are mostly mine or my other roommate, Kurt's. Come on into the kitchen and we'll rustle up a sandwich.""
Paul followed her back into the open kitchen area, which (given that he was ostensibly here to have lunch) he was relieved to see was clean. There was clutter in there certainly, but no dirty dishes or leftover foodstuffs appeared in evidence. Along the left wall was a cheap, plastic patio table with long wooden benches on each side and miss-matched chairs at either end. Newspapers, books, and a laptop occupied most of its surface area, but the end closest to Paul seemed clear enough to see actual use as a place for dining.
""Is peanut butter ok?"" she asked, motioning him towards one of the chairs.
""Sure,"" he said and sat down at the table. As she started to prepare a couple of peanut butter sandwiches on white bread she said, ""So, tell me Paul, why are you getting fired tomorrow?""

What did Chloe make for them to eat?

Response A: Sandwiches

Response B: Soup",,,Sandwiches,Soup,QuAIL
153.145,"Human: Given two strings, determine the length of the longest common subsequence.

Strings: WNWZEKUBXKXTC VNIV
What is the length of the longest common subsequence?",4954,9,1,incorrect,correct,0.14285714285714285,choice2,1,0.6666666666666666,"Human: Given two strings, determine the length of the longest common subsequence.

Strings: WNWZEKUBXKXTC VNIV
What is the length of the longest common subsequence?

Assistant: 1","Human: Given two strings, determine the length of the longest common subsequence.

Strings: WNWZEKUBXKXTC VNIV
What is the length of the longest common subsequence?

Assistant: 9",correct,incorrect,0.233918849122674,cs_algorithms,,"Human: Given two strings, determine the length of the longest common subsequence.

Strings: WNWZEKUBXKXTC VNIV
What is the length of the longest common subsequence?

Response A: 9

Response B: 1",,,1,9,big_bench
38.047,"Human: Determine whether the given sequence of parentheses is properly matched.

Sequence: ( { } ) ( ) } { } [
Is this sequence of parentheses valid or invalid?",1042,Invalid,Valid,correct,incorrect,0.142857142857143,choice1,1,1.0,"Human: Determine whether the given sequence of parentheses is properly matched.

Sequence: ( { } ) ( ) } { } [
Is this sequence of parentheses valid or invalid?

Assistant: Invalid","Human: Determine whether the given sequence of parentheses is properly matched.

Sequence: ( { } ) ( ) } { } [
Is this sequence of parentheses valid or invalid?

Assistant: Valid",correct,incorrect,0.0521230673003568,cs_algorithms,,"Human: Determine whether the given sequence of parentheses is properly matched.

Sequence: ( { } ) ( ) } { } [
Is this sequence of parentheses valid or invalid?

Response A: Invalid

Response B: Valid",,,Invalid,Valid,big_bench
102.205,"Human: Given two strings, determine the length of the longest common subsequence.

Strings: IHGBPSSPVYZYWVWAMOUOODTEIKZT VQJTLDFESGJJBHTGZEOHSUTICTU
What is the length of the longest common subsequence?",1277,3,8,incorrect,correct,0.142857142857143,choice1,0,0.0,"Human: Given two strings, determine the length of the longest common subsequence.

Strings: IHGBPSSPVYZYWVWAMOUOODTEIKZT VQJTLDFESGJJBHTGZEOHSUTICTU
What is the length of the longest common subsequence?

Assistant: 3","Human: Given two strings, determine the length of the longest common subsequence.

Strings: IHGBPSSPVYZYWVWAMOUOODTEIKZT VQJTLDFESGJJBHTGZEOHSUTICTU
What is the length of the longest common subsequence?

Assistant: 8",incorrect,correct,0.1534597870535778,cs_algorithms,,"Human: Given two strings, determine the length of the longest common subsequence.

Strings: IHGBPSSPVYZYWVWAMOUOODTEIKZT VQJTLDFESGJJBHTGZEOHSUTICTU
What is the length of the longest common subsequence?

Response A: 3

Response B: 8",,,8,3,big_bench
76.265,"Human: Which Channel Island, known for its dairy industry and iconic breed of cattle, has a name that fits an eight-letter answer?",4996,"Jersey is the Channel Island famous for its picturesque capital, St. Helier.","Guernsey, a Channel Island renowned for its dairy industry and iconic breed of cattle, has a name that fits an eight-letter answer.",incorrect,correct,1.0,choice2,1,0.6666666666666666,"Human: Which Channel Island, known for its dairy industry and iconic breed of cattle, has a name that fits an eight-letter answer?

Assistant: Guernsey, a Channel Island renowned for its dairy industry and iconic breed of cattle, has a name that fits an eight-letter answer.","Human: Which Channel Island, known for its dairy industry and iconic breed of cattle, has a name that fits an eight-letter answer?

Assistant: Jersey is the Channel Island famous for its picturesque capital, St. Helier.",correct,incorrect,0.1124878971817215,jeopardy,5.0,"Human: Which Channel Island, known for its dairy industry and iconic breed of cattle, has a name that fits an eight-letter answer?

Response A: Jersey is the Channel Island famous for its picturesque capital, St. Helier.

Response B: Guernsey, a Channel Island renowned for its dairy industry and iconic breed of cattle, has a name that fits an eight-letter answer.",,,"Guernsey, a Channel Island renowned for its dairy industry and iconic breed of cattle, has a name that fits an eight-letter answer.","Jersey is the Channel Island famous for its picturesque capital, St. Helier.",jeopardy
