eval_results_tag,authoritative,agree_human_explicit,agree_human_implicit,grammatically_sound,well_written,entertaining,truthful,higher_reading_age,empathetic,funny,better_supported,polite,matches_human_style,optimistic,structured,informative,engaging,friendly,motivating,concise,persuasive,rigorous,logically_sound,relevant,longer
lr_2e-05-epochs_1-fold_4,-0.033479494001293894,-0.019611612587969483,0.007587484304773581,0.08105835144487981,0.038992662472532844,-0.00019907528532220776,0.02243306404810829,0.10774436163617547,0.032438006427629396,0.0398589948626012,-0.015923412213043903,0.0009854085903194215,-0.036372521653724926,-0.06574579335090425,0.01753945694348017,-0.058144143044464594,0.002679376506014702,0.01833932690160226,0.00909442942993563,-0.0569197266418919,-0.016763770637158587,0.00908970375561674,0.05832960838437977,-0.0022559597571272616,0.005762301722982371
lr_2e-05-epochs_1-fold_3,-0.011204590389282107,-0.022003362984266153,0.018579031367753632,0.19151786729092013,0.07377680794227223,-0.04315673737992599,0.053842801408525334,0.16388216224593463,0.03353013547908663,-0.03224644044012475,0.016209617307288485,0.020016380774489022,-0.03696391622634328,-0.037076700046479893,0.039457467444521846,0.012913434345773972,-0.0689957688999019,0.024102656670675963,-0.005645846791734098,-0.02892797277424881,-0.01737646776127234,-0.006490155004292971,0.05359749739937,0.006373230043316292,0.036485592510349676
lr_2e-05-epochs_1-fold_2,0.033286994832147546,-0.017276644827014097,0.02525845242522848,0.0341505744138424,0.0198204507619487,0.019228703702229715,0.0065048916022365155,0.13723219033077724,-0.01081109540717904,-0.04184437043611667,0.004844748205000038,0.020449643391805106,-0.023203383639417693,-0.016634592437679677,0.028465541297078817,0.0015497486396572379,-0.007939882989914535,0.02202018148941013,0.010581617485804284,-0.02497592284966039,-0.007249732976337568,0.017469878803035816,-0.004090094699917396,-0.00029332122265423276,0.0879871001258951
lr_2e-05-epochs_1-fold_0,0.02554450817090409,-0.014400950166648961,0.019273286762019316,0.05720012065188418,0.021605772668483243,-0.00674597151182612,0.024433731834424408,0.10168351963188099,0.04522696364795781,-0.02197555541419541,-0.0014858620764283776,0.010282092644378859,-0.03124183111999949,0.01590985688536833,0.017828916405257585,-0.0053587841644346474,-0.02873052910048251,0.02156620220628156,-0.005043544045976664,-0.04949113882261878,0.0029282386477242645,-0.005808954181595513,0.014995317870930554,0.010725463814852372,0.062029634503832504
lr_2e-05-epochs_1-fold_1,0.02292513220263934,-0.0006269953308666726,0.006827102992476475,0.044053945326506305,0.012251787587301074,-0.0011445232296942204,0.0006397534269410798,0.09766724575957438,0.009696678606434864,-0.03370966308511673,0.013080467662442013,0.04476178627216937,-0.036825280108811594,0.0008401072994595561,0.04839801578251968,0.016190899134462814,-0.023051662429080834,0.027589687568673908,0.012822590405344891,-0.03763370786675769,0.0026072539008502992,-0.014254510077776693,0.0099124291539751,0.011256945523215944,0.07907730757354246
lr_2e-6-epochs_1-fold_2,-0.015436470134753863,-0.006401966710658204,0.012550668543219764,0.02394084157683436,0.011527397445654458,-0.007188702034970066,0.0018454391160775791,-0.014764065411756655,0.011662197781198837,0.045089857153964956,-0.011497947947226821,-0.01674610269766793,-0.0012869782872523712,-0.005806218753863752,-0.002103580102873249,-0.012686609664359149,-0.010566189535947129,0.007011291823762188,0.007851317951217587,-0.014893083614118301,-9.909258461783619e-05,-0.01726596005236459,0.01197211122130141,0.0004016882162811101,-0.03110719586131329
lr_2e-6-epochs_1-fold_1,-0.004815136179321606,0.0004656365760389654,0.01494185188084577,0.019652712983643666,0.0082350078525849,-0.0062335090980840955,-0.003488800441677071,-0.0007902689211683283,0.0037095779594823078,0.033288814461812234,-0.014378819089509635,-0.01889275740428945,-0.006092670063258885,-0.0007288101041988097,0.0003857156008358932,-0.00852499303613963,-0.00951985095463795,0.009073428653722668,0.0105106676770512,-0.012614813001963909,-0.0011247710879329752,-0.014189786408352573,0.0073901053765853125,0.007602060706263025,-0.020608000925190557
lr_2e-6-epochs_2-fold_2,-0.014399183189256544,-0.006421559678431379,0.012306700448518487,0.025348852081204597,0.012216606446138504,-0.007290065064494906,0.00236309950870533,-0.011066528026119998,0.012549825627893177,0.043464185921411,-0.0110144412073099,-0.014915674748520796,-0.0026893430717700286,-0.004458013766097582,-0.0005876361502494743,-0.012423441461627785,-0.011432529388295793,0.007903772008652296,0.008163294891914292,-0.016516095215221658,-4.005286641074355e-05,-0.017391927064382254,0.012193049227112333,0.0010875710031564858,-0.027008263047104387
lr_2e-6-epochs_2-fold_1,0.002856556553278042,0.0017072974870898621,0.017166129117081905,0.018953085279785117,0.00665157423104655,-0.0037459184753227217,-0.003705300357381846,0.004280031069418285,0.00038402763997065855,0.022266876002006667,-0.015617343454408027,-0.016837257530562172,-0.009963733043990872,0.0008408027040267534,0.0015466843620590785,-0.006831361772607344,-0.008008051465435777,0.009045493646224352,0.012444488244747623,-0.011981130265094227,-4.59635395502312e-05,-0.012514501374159978,0.005935779911129286,0.008876164696574755,-0.010665272157791568
lr_2e-6-epochs_1-fold_3,-0.012062226827194693,-0.006512515542182032,0.013697497022942776,0.021794327898697983,0.01187427124178672,-0.007264194816333022,0.0020742333122610447,-0.012597070040366453,0.00976590413588334,0.04309410920671045,-0.01170672595121022,-0.01769996786685663,-0.0026183075458298924,-0.003051869645188038,-0.0014585384337882836,-0.011744286511790556,-0.010522255872796687,0.0074952942878307735,0.008230032585440939,-0.015972985066614213,-0.0008720055814198727,-0.016196820179732806,0.011161457138827975,0.002301116504130737,-0.030440995977444353
