eval_results_tag,authoritative,agree_human_explicit,agree_human_implicit,grammatically_sound,well_written,entertaining,truthful,higher_reading_age,empathetic,funny,better_supported,polite,matches_human_style,optimistic,structured,informative,engaging,friendly,motivating,concise,persuasive,rigorous,logically_sound,relevant,longer
lr_2e-6-epochs_1-fold_0,-0.0018170539595014179,0.001090901880188516,0.016120064940638088,0.019964966931964864,0.008174000868714686,-0.004893633629139303,-0.0032540831397764123,0.000922783635599326,0.0016087231374632281,0.025999171094797227,-0.015002288590807312,-0.0169530849489969,-0.00877784210186692,0.0004718814105431868,0.0019037435879841835,-0.005204008736721115,-0.009515577116266133,0.009742425500354177,0.01072758312791719,-0.012122802582372454,-0.0018899772137314988,-0.013842719587631886,0.006018585584263835,0.006729381977601776,-0.016788780033770368
lr_1e-6-epochs_1-fold_0,-0.011490673379481748,-0.006053600518678839,0.01491043348649012,0.02046050331768198,0.011358477897930345,-0.007095665125948358,0.0006073782203700234,-0.013670207015664359,0.007809530827136589,0.04251841943554785,-0.011359625954935186,-0.01971070907221113,-0.0019863179180678054,-0.0030335826094809695,-0.0029385788553509167,-0.011705528232137812,-0.009966181344748224,0.006664458307622568,0.00823470581836591,-0.013875540199527405,-0.0011288534446304787,-0.015593417801383382,0.00935972092518798,0.0026427329861737226,-0.031217778105181015
lr_1e-6-epochs_2-fold_0,-0.0109255433322754,-0.0054041767231799796,0.014701502069816512,0.020893462799987265,0.011416729197820115,-0.006806406320596781,0.00020991133033039196,-0.011910889945913035,0.0077989507514388675,0.04148239210243583,-0.01154215481779518,-0.019013177532045292,-0.0027995753812250744,-0.00282879027077666,-0.0024444378174114717,-0.01179903605490955,-0.010096643877708046,0.0070001724764632185,0.008834290192450252,-0.01467674020264253,-0.001489116283160763,-0.015183078268901468,0.009689036687596575,0.003393762111596398,-0.02931051372442848
lr_2e-6-epochs_2-fold_0,-0.004411731373183894,0.0014963741253441588,0.013802214767406933,0.022700725752234144,0.009007835504631757,-0.004774101823639863,-0.0025198449799810297,0.003757312948859279,0.005667349579202247,0.029478672603102305,-0.013635153223910505,-0.017004195900719096,-0.008602190256391067,0.00042168053932574326,0.002280917397566595,-0.00697705709122772,-0.009820013341822458,0.00910253428017617,0.010178563610050484,-0.01600358648527992,-0.001724010385975478,-0.014493305425026299,0.008223085889157569,0.007840641309025379,-0.01333312493220902
lr_1e-6-epochs_3-fold_0,-0.01030004259682479,-0.005387775245823184,0.014556450084311084,0.021172553833478668,0.011278346344731238,-0.006581042068084434,-0.0004643443825474015,-0.009951661589521486,0.00784961870145832,0.041620738431791524,-0.011468385867833667,-0.018121541871733354,-0.0030844817268481906,-0.0024593415725994742,-0.0021684820895251033,-0.011799469375864029,-0.010164071940407145,0.007573938616322233,0.008590581553657292,-0.014964416612485341,-0.0014644710361337403,-0.015239108730909832,0.010035035619226022,0.004000270810522672,-0.027445509185098558
lr_5e-6-epochs_1-fold_0,-0.007991669211702508,-0.010034677712988958,0.013846851199610342,0.03827294991061257,0.014097549418397429,-0.011100613442399834,0.004474835996613192,0.007212534393798083,0.015790235116819807,0.03250561658992691,-0.009948526716142771,-0.005816693661127691,-0.00739589086112081,-0.0009547780474370654,0.006595310641843177,-0.010477102468636007,-0.016075712032657705,0.012936210587904265,0.009475529835820878,-0.021695756845650806,-0.0015522066645175304,-0.015738635541878758,0.013072937702826599,0.004379923020999782,-0.010252612611027298
lr_5e-6-epochs_2-fold_0,-0.00994058300406912,-0.01281854475157999,0.01468978014185829,0.04379503144628563,0.015812743409028343,-0.013810245534847975,0.0063056609454413305,0.009143138484481884,0.018690012598245483,0.027874922137434293,-0.008467795401229375,-0.004091788232105659,-0.006701594265923333,-0.003460254608978736,0.007752456831807385,-0.010271225851998507,-0.01825084336007919,0.012974035428066407,0.007978484714580084,-0.022465132382467886,-0.0034064371785906024,-0.016720687371203302,0.014189064884345872,0.005447774754432645,-0.009115493419346577
lr_2e-6-epochs_3-fold_0,0.0020015361163661233,0.002850562567477514,0.01617098863604402,0.01966424242020446,0.007055176554263888,-0.002699006319954604,-0.0020827339090729734,0.008634954223797812,0.0026141826123525264,0.023983661303865575,-0.015673251091519222,-0.01521678124819895,-0.01300425853191254,0.0027158858558108514,0.0032621402933473704,-0.005548815720469129,-0.009325439607868722,0.010707344794175976,0.010861063940509182,-0.014669828889381613,-0.0009611072028812414,-0.012185062493613095,0.0057715598658256255,0.010171140285413603,-0.00680703929165169
lr_1e-6-epochs_5-fold_0,-0.00956389542985032,-0.004495003160340552,0.014189156801245925,0.02209539116884801,0.011780732674756154,-0.0064062693058236685,-0.0009098124856733974,-0.006758513889814426,0.008426086018720597,0.040536619819886544,-0.011178918310634441,-0.01754218899749294,-0.003771112762759409,-0.0019034563641511192,-0.0016298568990960533,-0.0109312769662004,-0.010933629406059811,0.007887055196551649,0.009374275490945301,-0.015756920943127955,-0.002114225890475128,-0.015066495457138066,0.009992672458740144,0.004364064527500589,-0.024352290302498122
lr_1e-5-epochs_1-fold_0,0.0012371031441992999,-0.0059521263256785,0.010763381903763653,0.033635969411449584,0.009941149852900392,-0.00393121849623708,0.001188628710482554,0.04477608883333299,0.009060464025080817,-0.0060032791895796595,0.002546604261192713,0.005154277418450261,-0.01737090609229936,0.004050619498323492,0.016392333586573347,0.003107069123025165,-0.00563207414915297,0.020032708927514156,0.0077907908198118336,-0.03001254557987889,0.00919769613485594,-0.01683864327035538,0.009944157579959118,0.00831119028183282,0.032192221050866505
